"x","y"
0.144657690776512,7.11115085782854
0.144657690776512,6.84855169224256
0.899712696205825,1.13700332399783
0.899712696205825,1.776366684197
0.379114773357287,0.149728767310262
0.379114773357287,-0.397057933526761
0.0519566654693335,9.10832778036141
0.0519566654693335,9.33695453018857
0.806836717529222,1.94629285115979
0.806836717529222,0.512995076703586
0.764565403107554,0.696264832807125
0.764565403107554,2.05407877296141
0.160408267518505,6.34332180367891
0.160408267518505,6.37519221120474
0.25141750392504,2.63239992682665
0.25141750392504,3.54972117447
0.797745991498232,0.981922918351138
0.797745991498232,0.782166748337448
0.0798415702302009,8.40140834836852
0.0798415702302009,8.96842181315075
0.682058613048866,1.08153132778098
0.682058613048866,-0.119770384964151
0.0118122489657253,8.4608074493065
0.0118122489657253,10.1494598237284
0.253576748771593,1.91940160284261
0.253576748771593,2.3580402398491
0.784946336178109,0.312615213209657
0.784946336178109,0.282725137895858
0.479469429468736,-1.35907057910177
0.479469429468736,-1.27411172189021
0.947746565099806,1.41648411855052
0.947746565099806,0.445763476392453
0.928144549252465,0.642147880236139
0.928144549252465,0.673532946081562
0.659769923891872,0.845265996041862
0.659769923891872,0.122212046214702
0.235784313641489,3.25168060053407
0.235784313641489,2.54009719165055
0.00192883936688304,9.49884822333543
0.00192883936688304,8.60824134406814
0.794540460919961,1.91423164520188
0.794540460919961,1.5821595498683
0.509763333480805,-1.52804004061497
0.509763333480805,-1.18800357688802
0.9095469401218,0.337844416990338
0.9095469401218,0.159095948161606
0.590787388151512,-0.717776645207052
0.590787388151512,-1.72386436861028
0.962668447755277,0.49859581097625
0.962668447755277,0.530160674069415
0.754242806462571,1.03336708473376
0.754242806462571,-0.303373368985238
0.132346676662564,6.83758562687684
0.132346676662564,7.16891114137938
0.052887057652697,7.90424719501067
0.052887057652697,8.42906931088904
0.225000080652535,5.14916566655075
0.225000080652535,3.56922728565991
0.471207235008478,-1.96156895710947
0.471207235008478,-2.07496001098129
0.140723124844953,7.66303101912979
0.140723124844953,6.73269024103205
0.624267712235451,-0.476916134103295
0.624267712235451,-0.960949865742704
0.712324870517477,0.325240623821259
0.712324870517477,0.94395538318256
0.0160390487872064,10.0672474998256
0.0160390487872064,9.57248607983566
0.454643558245152,-1.45225698403934
0.454643558245152,-2.53645836299059
0.4697743835859,-1.99613381143176
0.4697743835859,-2.92051496987376
0.361516225384548,-1.58044613193263
0.361516225384548,-1.90933751837633
0.696541043696925,0.181690787331424
0.696541043696925,0.233104496011942
0.670458681182936,-0.146308354750821
0.670458681182936,0.394373334237765
0.649230010341853,-0.745611959834259
0.649230010341853,-0.0100705638690809
0.492860795464367,-0.761838168501786
0.492860795464367,-1.38666862731926
